age,gender,height,weight,goal,focus,limitations,intensity,duration,plan_template_id
17,Male,191.4,106.7,keep_fit,legs,none,high,45,kids_active_play_safe
80,Female,180.3,74.9,gain_mass,legs,none,normal,60,muscle_home_basic
71,Female,184.2,58.5,lose_weight,arms,joints,low,30,fat_loss_low_impact
77,Female,173.2,102.1,gain_mass,full,none,normal,20,muscle_home_basic
61,Male,193.9,97.4,keep_fit,chest,none,high,45,keep_fit_endurance
70,Female,168.4,94.9,lose_weight,legs,none,high,15,fat_loss_cardio_focus
37,Male,187.2,52.0,lose_weight,arms,none,normal,15,fat_loss_general
16,Male,160.1,72.5,gain_mass,abs,none,low,20,kids_active_play_safe
63,Male,180.7,72.5,gain_mass,arms,none,low,10,muscle_low_impact
73,Male,187.1,88.7,gain_mass,legs,none,low,30,muscle_low_impact
71,Male,173.3,95.0,lose_weight,arms,none,low,60,fat_loss_low_impact
50,Male,166.1,70.6,keep_fit,arms,joints,low,20,keep_fit_low_impact
76,Female,184.9,113.6,keep_fit,arms,none,normal,45,keep_fit_endurance
54,Female,156.6,68.1,gain_mass,chest,none,normal,30,muscle_home_basic
75,Female,159.7,76.7,lose_weight,chest,none,high,15,fat_loss_general
71,Female,153.9,93.1,lose_weight,abs,joints,high,30,fat_loss_low_impact
32,Male,186.8,104.0,gain_mass,arms,none,high,30,muscle_gym_progressive
67,Male,162.8,65.0,gain_mass,abs,none,low,10,muscle_low_impact
55,Male,187.6,62.3,gain_mass,full,joints,high,15,muscle_low_impact
35,Female,169.7,58.0,keep_fit,legs,none,low,20,keep_fit_low_impact
62,Male,182.1,83.4,lose_weight,arms,none,high,60,fat_loss_general
14,Male,169.2,74.9,lose_weight,abs,none,low,60,kids_active_play_safe
19,Male,196.4,119.8,lose_weight,abs,none,low,45,fat_loss_low_impact
43,Female,174.7,53.2,lose_weight,full,none,normal,10,fat_loss_general
54,Male,165.6,95.0,keep_fit,arms,joints,normal,30,keep_fit_low_impact
55,Female,159.1,75.9,gain_mass,legs,joints,low,20,muscle_low_impact
62,Male,182.0,81.3,gain_mass,legs,none,low,10,muscle_low_impact
64,Male,184.2,96.1,gain_mass,chest,none,high,10,muscle_gym_progressive
37,Female,162.9,102.3,gain_mass,arms,none,normal,30,muscle_home_basic
42,Male,195.9,70.0,lose_weight,legs,joints,high,15,fat_loss_low_impact
35,Female,165.3,59.3,keep_fit,legs,none,low,30,keep_fit_low_impact
66,Male,165.2,134.0,gain_mass,arms,none,high,45,muscle_gym_progressive
27,Male,191.1,98.5,keep_fit,full,joints,high,30,keep_fit_low_impact
40,Male,178.4,85.8,lose_weight,arms,none,normal,45,fat_loss_general
66,Female,175.9,65.6,keep_fit,full,joints,high,60,keep_fit_low_impact
45,Female,179.0,88.8,gain_mass,arms,joints,normal,60,muscle_low_impact
56,Male,177.9,111.1,gain_mass,chest,joints,normal,20,muscle_low_impact
29,Female,152.7,97.9,gain_mass,legs,joints,high,45,muscle_low_impact
15,Male,181.1,137.5,lose_weight,arms,joints,low,60,kids_active_play_safe
23,Female,184.5,116.0,keep_fit,abs,none,low,60,keep_fit_low_impact
50,Female,155.4,80.6,gain_mass,legs,none,high,30,muscle_gym_progressive
40,Female,184.1,54.8,keep_fit,full,none,low,60,keep_fit_low_impact
14,Male,175.9,124.0,keep_fit,legs,none,low,60,kids_active_play_safe
38,Female,178.0,116.8,lose_weight,full,joints,low,15,fat_loss_low_impact
45,Female,168.3,48.0,gain_mass,legs,none,low,45,muscle_low_impact
46,Female,158.4,69.4,lose_weight,legs,none,low,10,fat_loss_low_impact
53,Male,171.7,53.8,gain_mass,abs,none,high,45,muscle_gym_progressive
42,Male,173.8,123.0,gain_mass,chest,none,low,20,muscle_low_impact
57,Female,182.3,86.6,keep_fit,full,none,normal,60,keep_fit_endurance
63,Female,163.5,54.8,gain_mass,arms,none,normal,15,muscle_home_basic
79,Male,199.5,87.4,lose_weight,full,none,low,20,fat_loss_low_impact
35,Male,171.1,130.1,gain_mass,abs,none,high,20,muscle_gym_progressive
33,Male,178.7,139.5,keep_fit,legs,none,high,20,keep_fit_endurance
79,Female,184.3,83.0,gain_mass,arms,joints,high,15,muscle_low_impact
19,Female,159.8,70.5,gain_mass,chest,none,low,45,muscle_low_impact
40,Female,171.7,99.2,keep_fit,arms,none,low,30,keep_fit_low_impact
55,Male,192.4,128.0,keep_fit,arms,none,low,30,keep_fit_low_impact
64,Female,179.0,79.0,keep_fit,full,none,normal,20,keep_fit_balanced
46,Female,157.8,109.5,keep_fit,abs,joints,low,10,keep_fit_low_impact
30,Female,172.3,66.2,gain_mass,abs,joints,low,30,muscle_low_impact
65,Female,151.7,47.4,lose_weight,legs,none,low,30,fat_loss_low_impact
66,Female,184.6,59.8,gain_mass,chest,none,low,15,muscle_low_impact
42,Male,187.1,89.2,gain_mass,arms,none,normal,45,muscle_home_basic
26,Male,167.9,135.7,keep_fit,abs,joints,high,30,keep_fit_low_impact
23,Male,198.4,103.8,lose_weight,full,none,normal,20,fat_loss_general
47,Female,173.5,54.9,gain_mass,full,joints,normal,60,muscle_low_impact
53,Male,174.0,113.8,lose_weight,chest,joints,low,45,fat_loss_low_impact
77,Male,177.8,62.7,gain_mass,abs,none,normal,20,muscle_home_basic
19,Female,183.7,64.8,lose_weight,arms,none,high,60,fat_loss_general
26,Female,169.3,81.6,keep_fit,full,joints,high,15,keep_fit_low_impact
67,Female,177.9,89.6,gain_mass,full,none,high,20,muscle_gym_progressive
53,Male,183.5,134.9,keep_fit,arms,none,normal,20,keep_fit_balanced
36,Female,156.8,99.9,gain_mass,arms,none,normal,45,muscle_home_basic
56,Female,178.5,51.9,lose_weight,abs,none,low,60,fat_loss_low_impact
68,Male,186.9,66.1,gain_mass,legs,none,high,60,muscle_gym_progressive
63,Female,159.6,77.8,keep_fit,abs,joints,normal,20,keep_fit_low_impact
56,Male,179.9,51.3,gain_mass,full,none,low,15,muscle_low_impact
65,Female,156.0,101.6,gain_mass,chest,none,high,10,muscle_gym_progressive
30,Male,180.5,140.0,lose_weight,legs,none,low,30,fat_loss_low_impact
75,Male,161.3,69.3,gain_mass,full,joints,high,30,muscle_low_impact
56,Female,170.2,52.8,keep_fit,abs,none,normal,20,keep_fit_balanced
26,Male,173.2,111.6,lose_weight,full,none,normal,10,fat_loss_general
78,Female,161.7,76.1,gain_mass,abs,none,normal,20,muscle_home_basic
38,Male,167.2,61.9,gain_mass,chest,none,high,15,muscle_gym_progressive
75,Female,152.4,96.0,lose_weight,arms,none,low,20,fat_loss_low_impact
79,Male,173.1,116.5,keep_fit,full,none,high,45,keep_fit_endurance
30,Female,172.9,87.7,keep_fit,arms,none,low,60,keep_fit_low_impact
57,Male,196.8,72.8,lose_weight,chest,none,normal,60,fat_loss_general
53,Male,195.0,138.7,lose_weight,chest,joints,high,15,fat_loss_low_impact
18,Male,180.4,98.0,gain_mass,chest,none,normal,45,muscle_home_basic
42,Male,194.3,55.5,lose_weight,full,none,normal,20,fat_loss_general
51,Female,176.3,80.5,gain_mass,chest,none,low,30,muscle_low_impact
71,Male,174.2,95.1,keep_fit,full,none,high,30,keep_fit_endurance
20,Female,154.1,89.3,gain_mass,full,joints,high,30,muscle_low_impact
63,Male,171.8,58.9,keep_fit,chest,joints,high,30,keep_fit_low_impact
18,Female,183.5,51.6,gain_mass,abs,none,normal,15,muscle_home_basic
69,Male,187.0,82.4,lose_weight,full,joints,normal,10,fat_loss_low_impact
21,Male,182.9,91.5,lose_weight,abs,none,high,15,fat_loss_general
14,Male,160.2,101.8,gain_mass,full,none,low,60,kids_active_play_safe
24,Male,199.1,135.6,gain_mass,full,none,low,30,muscle_low_impact
16,Female,181.1,45.1,gain_mass,legs,none,high,45,kids_active_play_safe
18,Male,187.0,62.0,keep_fit,full,joints,normal,60,keep_fit_low_impact
17,Male,161.0,118.4,gain_mass,arms,none,normal,45,kids_active_play_safe
56,Male,192.0,118.4,keep_fit,chest,none,normal,15,keep_fit_balanced
76,Male,177.0,105.6,lose_weight,arms,none,low,60,fat_loss_low_impact
65,Female,168.7,64.7,lose_weight,full,none,normal,30,fat_loss_general
74,Male,188.6,96.6,gain_mass,chest,joints,normal,20,muscle_low_impact
28,Male,178.2,116.9,keep_fit,full,none,high,15,keep_fit_endurance
24,Male,192.9,80.3,lose_weight,arms,none,normal,60,fat_loss_general
20,Female,175.8,117.1,lose_weight,abs,none,low,10,fat_loss_low_impact
55,Male,162.0,106.0,lose_weight,chest,none,low,60,fat_loss_low_impact
40,Male,198.9,92.4,gain_mass,arms,none,low,60,muscle_low_impact
49,Male,172.8,130.5,lose_weight,chest,joints,low,15,fat_loss_low_impact
57,Male,170.4,80.0,keep_fit,full,none,high,60,keep_fit_endurance
36,Male,171.1,87.8,gain_mass,full,none,normal,20,muscle_home_basic
54,Female,159.7,107.1,keep_fit,legs,joints,high,30,keep_fit_low_impact
47,Male,166.8,112.4,lose_weight,abs,none,normal,45,fat_loss_general
79,Male,171.7,134.7,gain_mass,chest,none,high,20,muscle_gym_progressive
39,Female,180.9,66.4,keep_fit,legs,none,high,15,keep_fit_endurance
75,Male,171.4,91.4,keep_fit,full,joints,low,20,keep_fit_low_impact
44,Male,190.4,90.6,lose_weight,arms,joints,normal,15,fat_loss_low_impact
67,Female,152.0,97.7,lose_weight,arms,none,normal,60,fat_loss_general
54,Female,157.3,52.4,lose_weight,legs,none,high,30,fat_loss_cardio_focus
80,Female,179.7,70.5,lose_weight,legs,none,low,10,fat_loss_low_impact
63,Female,154.3,108.7,lose_weight,legs,none,high,20,fat_loss_cardio_focus
17,Male,193.6,67.7,lose_weight,chest,none,high,60,kids_active_play_safe
26,Male,163.6,133.1,keep_fit,chest,none,low,15,keep_fit_low_impact
73,Female,182.1,46.4,keep_fit,abs,none,normal,30,keep_fit_balanced
74,Female,150.3,116.7,keep_fit,legs,joints,high,15,keep_fit_low_impact
55,Male,181.1,138.4,lose_weight,abs,none,low,30,fat_loss_low_impact
64,Male,162.3,139.7,gain_mass,chest,none,low,10,muscle_low_impact
32,Female,166.8,62.3,lose_weight,abs,joints,high,20,fat_loss_low_impact
57,Female,157.1,71.7,keep_fit,abs,none,low,20,keep_fit_low_impact
52,Female,174.6,58.7,lose_weight,chest,none,high,15,fat_loss_general
77,Male,178.0,54.7,keep_fit,abs,none,low,30,keep_fit_low_impact
40,Female,159.1,79.3,lose_weight,chest,none,low,30,fat_loss_low_impact
78,Female,151.7,62.5,gain_mass,chest,joints,normal,60,muscle_low_impact
78,Male,191.0,97.9,gain_mass,arms,joints,low,60,muscle_low_impact
57,Female,178.1,58.7,gain_mass,arms,none,normal,10,muscle_home_basic
47,Male,190.2,54.8,lose_weight,chest,none,low,20,fat_loss_low_impact
73,Female,175.6,54.5,gain_mass,chest,joints,high,45,muscle_low_impact
21,Female,156.1,92.7,lose_weight,chest,none,high,15,fat_loss_general
71,Female,163.7,119.4,keep_fit,legs,joints,low,15,keep_fit_low_impact
41,Female,176.0,49.5,keep_fit,legs,none,normal,20,keep_fit_balanced
65,Male,170.0,99.2,gain_mass,full,none,high,10,muscle_gym_progressive
75,Female,160.1,52.8,keep_fit,legs,none,high,60,keep_fit_endurance
71,Female,168.6,60.0,gain_mass,arms,none,low,10,muscle_low_impact
27,Female,184.0,57.3,gain_mass,full,none,low,15,muscle_low_impact
63,Female,150.4,51.7,gain_mass,chest,joints,normal,10,muscle_low_impact
55,Male,172.0,70.1,lose_weight,full,none,high,45,fat_loss_cardio_focus
65,Male,165.3,94.8,lose_weight,arms,joints,low,20,fat_loss_low_impact
55,Female,150.2,94.5,keep_fit,abs,none,low,60,keep_fit_low_impact
38,Female,156.8,116.5,lose_weight,chest,joints,high,10,fat_loss_low_impact
30,Female,173.9,73.3,keep_fit,full,none,high,30,keep_fit_endurance
59,Female,173.5,116.2,keep_fit,arms,none,low,20,keep_fit_low_impact
32,Female,181.8,85.1,keep_fit,full,none,high,10,keep_fit_endurance
80,Female,181.1,48.6,lose_weight,full,none,high,45,fat_loss_cardio_focus
24,Female,151.2,61.1,gain_mass,full,joints,normal,10,muscle_low_impact
15,Female,160.1,109.0,keep_fit,abs,none,normal,45,kids_active_play_safe
43,Male,191.6,57.8,lose_weight,full,joints,high,45,fat_loss_low_impact
55,Male,170.7,59.4,keep_fit,full,none,low,10,keep_fit_low_impact
43,Female,163.0,47.5,lose_weight,arms,none,normal,20,fat_loss_general
55,Female,164.5,115.5,gain_mass,arms,none,low,30,muscle_low_impact
62,Female,158.9,56.3,keep_fit,arms,none,low,45,keep_fit_low_impact
80,Male,197.7,63.0,keep_fit,chest,none,low,60,keep_fit_low_impact
29,Female,174.8,103.1,keep_fit,legs,none,low,30,keep_fit_low_impact
31,Female,150.7,86.0,gain_mass,chest,joints,low,20,muscle_low_impact
47,Male,184.2,118.3,gain_mass,full,none,low,20,muscle_low_impact
47,Male,160.1,120.6,gain_mass,chest,none,normal,45,muscle_home_basic
49,Female,158.2,118.8,keep_fit,abs,none,high,20,keep_fit_endurance
54,Female,181.3,104.1,lose_weight,chest,joints,low,10,fat_loss_low_impact
75,Female,168.0,45.9,gain_mass,legs,none,high,30,muscle_gym_progressive
63,Female,171.0,68.0,gain_mass,legs,joints,normal,20,muscle_low_impact
22,Male,197.7,119.8,gain_mass,arms,none,high,10,muscle_gym_progressive
34,Male,168.4,107.2,gain_mass,legs,none,low,20,muscle_low_impact
69,Male,185.3,106.8,lose_weight,full,none,normal,30,fat_loss_general
72,Female,175.1,101.9,gain_mass,legs,joints,high,20,muscle_low_impact
41,Female,165.1,111.1,gain_mass,abs,none,high,15,muscle_gym_progressive
60,Female,165.9,100.1,gain_mass,legs,joints,low,60,muscle_low_impact
29,Male,165.4,97.1,keep_fit,chest,none,high,30,keep_fit_endurance
36,Female,165.5,77.3,lose_weight,abs,none,normal,60,fat_loss_general
74,Female,158.2,119.1,lose_weight,abs,joints,normal,20,fat_loss_low_impact
35,Male,169.9,135.1,lose_weight,arms,none,low,60,fat_loss_low_impact
52,Female,175.3,115.5,keep_fit,arms,none,high,10,keep_fit_endurance
75,Male,189.5,134.7,keep_fit,legs,joints,high,60,keep_fit_low_impact
72,Male,181.3,91.0,lose_weight,abs,none,high,15,fat_loss_general
75,Male,196.0,127.6,keep_fit,chest,none,high,30,keep_fit_endurance
30,Male,195.3,139.3,keep_fit,abs,none,normal,10,keep_fit_balanced
43,Female,156.2,113.3,keep_fit,arms,none,low,20,keep_fit_low_impact
22,Female,154.1,84.7,lose_weight,full,none,high,60,fat_loss_cardio_focus
55,Male,196.7,124.5,lose_weight,arms,none,low,10,fat_loss_low_impact
21,Female,154.7,105.7,gain_mass,abs,none,high,30,muscle_gym_progressive
73,Male,188.0,134.6,keep_fit,abs,joints,high,30,keep_fit_low_impact
20,Female,155.4,116.8,gain_mass,chest,none,high,15,muscle_gym_progressive
65,Female,159.2,97.1,lose_weight,full,none,normal,15,fat_loss_general
25,Female,169.7,61.0,lose_weight,legs,none,high,10,fat_loss_cardio_focus
72,Female,178.2,97.4,keep_fit,arms,none,normal,30,keep_fit_balanced
66,Male,186.5,135.3,lose_weight,chest,none,low,20,fat_loss_low_impact
58,Male,164.7,74.3,lose_weight,arms,none,high,20,fat_loss_general
53,Male,171.5,75.6,keep_fit,full,none,high,20,keep_fit_endurance
55,Male,190.3,62.0,gain_mass,full,joints,low,10,muscle_low_impact
76,Female,180.0,75.1,keep_fit,arms,none,high,10,keep_fit_endurance
31,Female,170.8,100.0,lose_weight,abs,none,high,15,fat_loss_general
20,Female,151.1,94.8,lose_weight,arms,none,high,60,fat_loss_general
67,Male,161.9,61.0,keep_fit,abs,joints,normal,10,keep_fit_low_impact
28,Female,150.4,69.8,gain_mass,arms,none,normal,60,muscle_home_basic
71,Female,152.9,105.7,gain_mass,chest,none,high,20,muscle_gym_progressive
54,Male,160.8,60.2,lose_weight,full,joints,high,15,fat_loss_low_impact
53,Male,184.3,67.5,lose_weight,abs,none,low,15,fat_loss_low_impact
35,Female,155.3,61.5,gain_mass,legs,none,normal,60,muscle_home_basic
49,Male,162.8,128.7,gain_mass,abs,none,high,60,muscle_gym_progressive
47,Female,152.9,97.8,gain_mass,abs,none,normal,20,muscle_home_basic
48,Female,165.4,111.4,gain_mass,abs,none,low,10,muscle_low_impact
78,Male,172.8,99.5,keep_fit,abs,none,low,45,keep_fit_low_impact
64,Female,182.1,113.1,gain_mass,chest,joints,normal,30,muscle_low_impact
80,Male,168.0,123.4,lose_weight,chest,none,normal,60,fat_loss_general
51,Male,184.9,50.9,keep_fit,abs,none,normal,60,keep_fit_endurance
70,Male,181.6,62.1,keep_fit,arms,none,low,20,keep_fit_low_impact
28,Female,170.1,58.7,keep_fit,legs,none,high,10,keep_fit_endurance
31,Male,177.5,114.3,lose_weight,abs,joints,high,60,fat_loss_low_impact
45,Male,174.9,77.4,lose_weight,full,joints,low,60,fat_loss_low_impact
18,Female,167.9,51.4,gain_mass,full,none,normal,10,muscle_home_basic
44,Male,160.2,62.1,gain_mass,full,none,normal,20,muscle_home_basic
62,Male,170.7,136.4,gain_mass,chest,joints,high,15,muscle_low_impact
61,Female,169.0,74.2,keep_fit,chest,none,normal,60,keep_fit_endurance
75,Female,182.3,67.3,gain_mass,legs,none,low,10,muscle_low_impact
20,Male,173.3,130.7,gain_mass,abs,none,low,10,muscle_low_impact
30,Male,180.9,58.5,lose_weight,chest,none,high,10,fat_loss_general
65,Male,175.0,112.2,gain_mass,abs,joints,high,20,muscle_low_impact
41,Male,189.5,74.2,gain_mass,legs,none,low,45,muscle_low_impact
64,Male,197.9,63.7,gain_mass,full,joints,low,15,muscle_low_impact
65,Male,196.6,62.7,gain_mass,abs,none,normal,20,muscle_home_basic
25,Male,183.8,88.4,lose_weight,legs,none,high,30,fat_loss_cardio_focus
37,Male,189.6,81.3,keep_fit,legs,joints,high,15,keep_fit_low_impact
77,Female,178.9,76.7,keep_fit,arms,joints,low,15,keep_fit_low_impact
56,Female,151.2,84.2,lose_weight,full,joints,normal,15,fat_loss_low_impact
68,Male,178.4,113.6,gain_mass,abs,none,low,60,muscle_low_impact
53,Male,180.3,114.9,keep_fit,arms,none,low,45,keep_fit_low_impact
36,Female,150.5,50.0,lose_weight,full,none,high,10,fat_loss_cardio_focus
17,Male,175.9,74.7,keep_fit,legs,joints,low,45,kids_active_play_safe
24,Male,166.2,110.3,gain_mass,legs,none,low,15,muscle_low_impact
38,Male,174.4,132.9,keep_fit,abs,none,normal,45,keep_fit_endurance
43,Male,162.5,65.8,lose_weight,chest,joints,high,45,fat_loss_low_impact
63,Male,170.3,110.2,gain_mass,legs,none,low,45,muscle_low_impact
63,Female,165.8,118.4,lose_weight,full,none,low,15,fat_loss_low_impact
60,Female,165.5,54.6,lose_weight,full,none,high,30,fat_loss_cardio_focus
31,Male,198.9,101.4,keep_fit,arms,none,low,15,keep_fit_low_impact
36,Female,178.0,119.9,keep_fit,chest,none,low,10,keep_fit_low_impact
60,Male,169.9,90.3,gain_mass,arms,none,high,30,muscle_gym_progressive
52,Female,171.4,79.5,keep_fit,full,joints,low,30,keep_fit_low_impact
43,Female,150.1,58.5,gain_mass,abs,none,high,60,muscle_gym_progressive
62,Female,169.4,102.7,gain_mass,abs,none,normal,45,muscle_home_basic
66,Female,169.5,97.1,lose_weight,legs,joints,high,30,fat_loss_low_impact
25,Female,179.7,59.6,keep_fit,legs,none,high,15,keep_fit_endurance
18,Male,185.6,116.2,gain_mass,full,joints,low,60,muscle_low_impact
33,Female,160.7,98.3,gain_mass,chest,none,normal,30,muscle_home_basic
72,Male,181.4,56.3,gain_mass,arms,none,low,30,muscle_low_impact
47,Male,191.4,52.0,keep_fit,full,joints,high,30,keep_fit_low_impact
18,Male,199.8,60.0,lose_weight,chest,none,normal,10,fat_loss_general
49,Female,169.4,51.6,keep_fit,arms,none,normal,30,keep_fit_balanced
56,Male,171.9,52.4,keep_fit,abs,none,low,20,keep_fit_low_impact
48,Male,169.8,132.6,gain_mass,arms,none,high,60,muscle_gym_progressive
41,Female,181.9,62.6,keep_fit,full,none,normal,45,keep_fit_endurance
70,Female,159.8,102.8,keep_fit,legs,none,low,30,keep_fit_low_impact
65,Male,191.0,76.0,gain_mass,chest,none,low,20,muscle_low_impact
62,Male,168.4,72.1,keep_fit,abs,joints,low,15,keep_fit_low_impact
34,Female,172.0,79.3,lose_weight,arms,none,low,20,fat_loss_low_impact
36,Female,179.9,79.6,gain_mass,full,joints,high,30,muscle_low_impact
58,Female,180.2,85.9,keep_fit,legs,none,high,15,keep_fit_endurance
48,Female,182.7,116.0,lose_weight,legs,joints,high,30,fat_loss_low_impact
54,Female,156.7,76.1,gain_mass,chest,none,high,30,muscle_gym_progressive
68,Male,168.6,88.2,keep_fit,chest,none,low,20,keep_fit_low_impact
74,Female,162.0,100.9,gain_mass,arms,none,high,45,muscle_gym_progressive
66,Male,176.1,114.8,gain_mass,full,none,normal,10,muscle_home_basic
19,Male,169.0,70.8,gain_mass,arms,none,normal,30,muscle_home_basic
28,Male,171.6,72.0,keep_fit,legs,none,normal,60,keep_fit_endurance
69,Male,177.6,82.8,lose_weight,arms,joints,low,20,fat_loss_low_impact
55,Female,152.6,45.1,gain_mass,abs,none,high,60,muscle_gym_progressive
78,Male,197.6,65.4,lose_weight,chest,none,normal,30,fat_loss_general
70,Female,154.9,88.2,keep_fit,full,none,normal,15,keep_fit_balanced
76,Male,189.8,133.3,lose_weight,abs,none,low,45,fat_loss_low_impact
28,Male,197.0,110.6,gain_mass,chest,none,normal,15,muscle_home_basic
78,Female,157.3,115.2,gain_mass,arms,joints,normal,20,muscle_low_impact
74,Female,169.6,118.9,lose_weight,legs,none,high,10,fat_loss_cardio_focus
20,Male,194.3,127.3,lose_weight,arms,none,normal,30,fat_loss_general
22,Female,169.8,61.4,keep_fit,chest,joints,normal,45,keep_fit_low_impact
71,Female,168.8,50.1,lose_weight,full,none,high,60,fat_loss_cardio_focus
22,Male,183.1,97.0,gain_mass,abs,joints,high,45,muscle_low_impact
20,Male,175.7,126.9,keep_fit,chest,joints,high,10,keep_fit_low_impact
19,Male,173.3,130.8,lose_weight,legs,none,low,45,fat_loss_low_impact
41,Female,168.1,90.9,lose_weight,chest,none,high,30,fat_loss_general
71,Male,198.1,62.3,lose_weight,arms,joints,high,20,fat_loss_low_impact
69,Female,163.4,54.9,gain_mass,arms,none,low,30,muscle_low_impact
54,Female,174.3,67.7,lose_weight,legs,joints,normal,45,fat_loss_low_impact
78,Male,181.1,118.7,gain_mass,chest,joints,low,60,muscle_low_impact
50,Male,162.8,89.5,lose_weight,arms,none,normal,45,fat_loss_general
74,Male,191.2,122.3,keep_fit,arms,joints,low,20,keep_fit_low_impact
22,Female,150.4,98.3,keep_fit,abs,joints,low,10,keep_fit_low_impact
34,Male,174.3,87.3,gain_mass,arms,joints,low,10,muscle_low_impact
52,Female,167.0,102.9,gain_mass,legs,joints,normal,10,muscle_low_impact
67,Male,179.3,128.9,gain_mass,abs,none,high,60,muscle_gym_progressive
52,Female,180.2,46.8,gain_mass,chest,joints,high,60,muscle_low_impact
57,Female,181.6,95.4,lose_weight,legs,joints,normal,10,fat_loss_low_impact
65,Female,158.9,76.4,gain_mass,legs,joints,low,60,muscle_low_impact
33,Female,155.7,96.6,keep_fit,arms,none,normal,15,keep_fit_balanced
35,Male,169.8,120.2,lose_weight,abs,none,high,30,fat_loss_general
77,Female,162.2,81.9,keep_fit,abs,joints,normal,15,keep_fit_low_impact
35,Male,162.9,90.1,lose_weight,arms,joints,low,15,fat_loss_low_impact
49,Male,181.7,80.3,gain_mass,chest,joints,low,30,muscle_low_impact
24,Male,191.1,79.5,gain_mass,abs,none,normal,15,muscle_home_basic
60,Male,187.0,96.0,gain_mass,legs,joints,low,60,muscle_low_impact
71,Male,189.7,56.5,lose_weight,full,none,low,30,fat_loss_low_impact
73,Male,182.9,121.4,gain_mass,full,none,high,30,muscle_gym_progressive
63,Female,179.9,49.9,keep_fit,arms,none,normal,15,keep_fit_balanced
73,Male,164.4,94.3,gain_mass,legs,none,normal,10,muscle_home_basic
52,Female,163.8,68.1,gain_mass,legs,none,high,45,muscle_gym_progressive
22,Female,178.5,68.5,lose_weight,chest,none,high,20,fat_loss_general
44,Male,180.1,70.1,keep_fit,arms,joints,low,15,keep_fit_low_impact
57,Male,162.3,109.2,lose_weight,arms,joints,normal,10,fat_loss_low_impact
73,Male,188.8,89.0,lose_weight,arms,none,low,20,fat_loss_low_impact
35,Male,188.4,84.6,gain_mass,full,none,low,60,muscle_low_impact
19,Female,155.0,110.7,gain_mass,abs,none,normal,10,muscle_home_basic
62,Female,176.9,51.4,gain_mass,full,joints,low,10,muscle_low_impact
41,Female,172.5,45.5,keep_fit,chest,joints,low,20,keep_fit_low_impact
48,Female,172.4,58.4,lose_weight,chest,none,high,45,fat_loss_general
18,Male,167.8,57.6,keep_fit,arms,none,high,20,keep_fit_endurance
77,Female,167.4,80.9,keep_fit,abs,none,high,30,keep_fit_endurance
74,Male,191.2,60.9,lose_weight,abs,joints,normal,45,fat_loss_low_impact
50,Male,165.9,125.0,keep_fit,arms,joints,low,15,keep_fit_low_impact
71,Female,152.9,110.3,gain_mass,arms,none,low,30,muscle_low_impact
15,Male,198.8,88.4,lose_weight,abs,none,high,20,kids_active_play_safe
68,Male,199.1,131.1,gain_mass,full,none,low,45,muscle_low_impact
34,Male,162.2,89.8,lose_weight,full,none,normal,45,fat_loss_general
69,Male,162.4,115.7,lose_weight,legs,none,high,20,fat_loss_cardio_focus
64,Male,181.3,113.4,gain_mass,arms,none,high,20,muscle_gym_progressive
51,Male,161.2,73.7,keep_fit,full,none,low,30,keep_fit_low_impact
32,Female,165.9,111.4,lose_weight,full,none,normal,30,fat_loss_general
16,Female,153.2,70.4,keep_fit,chest,joints,low,20,kids_active_play_safe
39,Male,161.4,123.0,keep_fit,chest,none,low,20,keep_fit_low_impact
46,Female,182.9,101.3,gain_mass,arms,joints,high,10,muscle_low_impact
73,Male,160.5,116.9,keep_fit,full,none,high,60,keep_fit_endurance
33,Female,178.8,81.1,keep_fit,abs,none,high,10,keep_fit_endurance
21,Male,169.9,60.1,keep_fit,abs,none,high,60,keep_fit_endurance
22,Male,197.8,105.4,keep_fit,abs,none,high,30,keep_fit_endurance
66,Female,150.8,61.3,keep_fit,abs,none,low,60,keep_fit_low_impact
44,Male,169.0,133.9,lose_weight,arms,none,low,45,fat_loss_low_impact
16,Female,154.5,100.2,lose_weight,chest,none,low,15,kids_active_play_safe
51,Female,174.1,93.5,lose_weight,arms,joints,normal,45,fat_loss_low_impact
34,Female,160.9,106.2,lose_weight,abs,none,normal,15,fat_loss_general
50,Male,165.1,100.0,lose_weight,abs,none,high,10,fat_loss_general
51,Male,200.0,53.3,gain_mass,arms,none,low,20,muscle_low_impact
15,Female,167.3,109.3,gain_mass,legs,none,low,10,kids_active_play_safe
28,Female,180.1,59.8,keep_fit,arms,none,high,15,keep_fit_endurance
64,Female,163.2,80.1,gain_mass,legs,none,normal,20,muscle_home_basic
14,Male,177.1,58.5,keep_fit,arms,none,low,20,kids_active_play_safe
38,Male,200.0,79.8,keep_fit,full,none,normal,15,keep_fit_balanced
14,Female,164.8,87.7,lose_weight,arms,none,normal,15,kids_active_play_safe
43,Female,178.5,84.7,lose_weight,legs,none,high,15,fat_loss_cardio_focus
65,Male,183.8,55.1,keep_fit,arms,joints,high,10,keep_fit_low_impact
80,Female,152.5,79.0,lose_weight,chest,joints,low,45,fat_loss_low_impact
42,Male,170.1,104.0,gain_mass,abs,none,normal,10,muscle_home_basic
79,Female,150.9,95.2,lose_weight,full,none,low,10,fat_loss_low_impact
53,Male,182.5,112.5,keep_fit,arms,none,normal,15,keep_fit_balanced
